iter	Logloss
407	0.4877219597
408	0.4872464041
409	0.486778597
410	0.4863029718
411	0.4859601061
412	0.4856139819
413	0.4851437807
414	0.4848002692
415	0.4844587048
416	0.4841104547
417	0.4837678274
418	0.4833004673
419	0.4829603036
420	0.4826206366
421	0.482275784
422	0.4818090002
423	0.4814668298
424	0.4810031056
425	0.4806633989
426	0.4802028735
427	0.4797396859
428	0.4793995023
429	0.4790615141
430	0.4787218869
431	0.478384316
432	0.4779238701
433	0.4775890509
434	0.4771246513
435	0.4766699175
436	0.4762090047
437	0.4757524331
438	0.4754162232
439	0.4750854969
440	0.4747481346
441	0.4742956062
442	0.4739572803
443	0.4735043744
444	0.4731773833
445	0.4728417496
446	0.4725100497
447	0.4721785188
448	0.4717249175
449	0.4712720613
450	0.470821927
451	0.4704922636
452	0.4701645275
453	0.4698337118
454	0.4693857531
455	0.469060868
456	0.4687274396
457	0.4682832162
458	0.4678307076
459	0.4673863252
460	0.467063417
461	0.4666149914
462	0.4662858446
463	0.4658421278
464	0.465517352
465	0.4651946624
466	0.464870284
467	0.4644271533
468	0.463984857
469	0.4636618396
470	0.4633391798
471	0.4630167087
472	0.4626996617
473	0.4623761276
474	0.4620545208
475	0.4616140922
476	0.4612915615
477	0.4611889025
478	0.4608701368
479	0.4604319036
480	0.4601121048
481	0.45979623
482	0.4594736596
483	0.4591565629
484	0.4587192039
485	0.4584029814
486	0.4579704205
487	0.4575352371
488	0.4572181602
489	0.4569032788
490	0.456585298
491	0.4561557074
492	0.4558383624
493	0.455408295
494	0.4550935825
495	0.4547808369
496	0.4543506702
497	0.4540387293
498	0.4537199636
499	0.4534083207
500	0.45297876
501	0.4525570869
502	0.4522467454
503	0.4518156648
504	0.4515078167
505	0.4511969189
506	0.4508894682
507	0.4505737027
508	0.4501489202
509	0.4498407741
510	0.4494190315
511	0.4491100013
512	0.4486893018
513	0.4482659499
514	0.4478433331
515	0.4474232694
516	0.4471180439
517	0.4468095601
518	0.4465086361
519	0.4462005198
520	0.445893089
521	0.4455855687
522	0.4452855786
523	0.4449788531
524	0.4446723163
525	0.4443730911
526	0.4440653721
527	0.4437577327
528	0.4436641037
529	0.4433624049
530	0.4430589378
531	0.4427542786
532	0.4423421323
533	0.4420415064
534	0.4416272044
535	0.4413255453
536	0.4409124851
537	0.4406134387
538	0.4403127531
539	0.440012455
540	0.4397158325
541	0.4393054148
542	0.4390058517
543	0.438594838
544	0.4381862779
545	0.4378861686
546	0.4375900825
547	0.4371813734
548	0.4368858536
549	0.4365888039
550	0.4361836513
551	0.4357791146
552	0.435481439
553	0.4350764751
554	0.4346719484
555	0.4343773425
556	0.4340846539
557	0.4336819748
558	0.4332782427
559	0.4328787128
560	0.4325841864
561	0.4322898885
562	0.4318902194
563	0.4314914644
564	0.4311981102
565	0.4309086998
566	0.4306176802
567	0.4302175244
568	0.4298196038
569	0.4295262396
570	0.4291296303
571	0.4287355542
572	0.428443253
573	0.4281583428
574	0.4277606209
575	0.4274727702
576	0.4271853169
577	0.4267943203
578	0.4263954361
579	0.4261107147
580	0.4257147113
581	0.4253230095
582	0.4249301652
583	0.4245415529
584	0.4241501888
585	0.4238642951
586	0.4234741032
587	0.4230847061
588	0.422801733
589	0.4224133293
590	0.4220222135
591	0.4217385948
592	0.4214570324
593	0.4211756488
594	0.4208927751
595	0.4205076496
596	0.4202254017
597	0.4198361735
598	0.4194545348
599	0.4191750983
600	0.4188925227
601	0.418512553
602	0.4181228081
603	0.4177453717
604	0.4173658192
605	0.4169884423
606	0.416609476
607	0.4163350264
608	0.4160587986
609	0.4157845378
610	0.415510277
611	0.4152362049
612	0.4149604738
613	0.4146865507
614	0.4143111805
615	0.4139379561
616	0.4136645695
617	0.4132900536
618	0.412917614
619	0.4126447837
620	0.4123738408
621	0.4120003482
622	0.4117298027
623	0.4114592671
624	0.41108646
625	0.4107158085
626	0.4103453457
627	0.4099753797
628	0.4097076853
629	0.4093379378
630	0.4089688162
631	0.4086017311
632	0.4082330863
633	0.4079662661
634	0.4076977571
635	0.4074312051
636	0.4070652326
637	0.4067971905
638	0.4065311352
639	0.4062650502
640	0.4059000909
641	0.4056360126
642	0.4053704838
643	0.4050060809
644	0.4047425886
645	0.4044773678
646	0.4041137695
647	0.4037522177
648	0.4033910334
649	0.4031283955
650	0.4028640191
651	0.4026015898
652	0.4023391902
653	0.4020769497
654	0.4017171065
655	0.4014568925
656	0.4011950692
657	0.400835822
658	0.4005760948
659	0.4002174636
660	0.3999581436
661	0.3996969163
662	0.3994378249
663	0.3991787036
664	0.3989198307
665	0.3985641301
666	0.3982069095
667	0.3979502618
668	0.3975954254
669	0.3973372976
670	0.3969831169
671	0.3967269262
672	0.3963731825
673	0.3960195581
674	0.3956682185
675	0.3954127332
676	0.395155857
677	0.3948049943
678	0.3945501745
679	0.3942955136
680	0.3940407435
681	0.3937862515
682	0.3937054972
683	0.3934512039
684	0.3931969106
685	0.3929444949
686	0.3926904698
687	0.3923416237
688	0.3920897643
689	0.3917413155
690	0.3914896647
691	0.391238153
692	0.3908922076
693	0.3906393051
694	0.3903881113
695	0.3901372949
696	0.3898863594
697	0.3896356324
698	0.3893868029
699	0.3890422583
700	0.3886981209
701	0.3884496888
702	0.3881061673
703	0.3877645433
704	0.3875148694
705	0.3872671425
706	0.386926204
707	0.3866770466
708	0.3864297569
709	0.3861824175
710	0.385842522
711	0.3855955601
712	0.3853487571
713	0.3850112259
714	0.384672145
715	0.3844257692
716	0.3840890725
717	0.383750846
718	0.3834146857
719	0.3831691643
720	0.3829253713
721	0.3825898767
722	0.3822547495
723	0.3820098241
724	0.3817667067
725	0.3814322452
726	0.3810980717
727	0.380765905
728	0.380523473
729	0.3802811901
730	0.3800390164
731	0.3797986706
732	0.3795567254
733	0.3792258402
734	0.3788935145
735	0.3786538045
736	0.3783236941
737	0.3780843516
738	0.3778433005
739	0.3776041667
740	0.3773650428
741	0.3771261672
742	0.3768873314
743	0.3766503135
744	0.3764116069
745	0.3761731386
746	0.3759364386
747	0.3756981095
748	0.3753704131
749	0.3751341899
750	0.3748085996
751	0.3745710154
752	0.3742459814
753	0.3739210367
754	0.3735966484
755	0.3732724786
756	0.3729486565
757	0.372713695
758	0.3724789123
759	0.3721557657
760	0.3719213108
761	0.3716888229
762	0.3714545767
763	0.3712222179
764	0.3709881902
765	0.3707560003
766	0.3704341551
767	0.3702024023
768	0.3699706594
769	0.3696495791
770	0.3693304161
771	0.3690990905
772	0.3688681225
773	0.368636926
774	0.3683186769
775	0.3680024942
776	0.3676848114
777	0.367454499
778	0.3671372036
779	0.3668221136
780	0.3665054739
781	0.3662775258
782	0.3660480976
783	0.3658204476
784	0.3655927479
785	0.3652788401
786	0.3650498887
787	0.3647364577
788	0.3645095328
789	0.364196529
790	0.3639698625
791	0.3636593024
792	0.3635861278
793	0.3632759949
794	0.3630496562
795	0.3627380927
796	0.3625139296
797	0.3622882863
798	0.3620643318
799	0.3618388772
800	0.3616151313
801	0.3613046904
802	0.3610813618
803	0.3607730567
804	0.3605500758
805	0.3602423569
806	0.359934926
807	0.3597122629
808	0.3594897787
809	0.3591829836
810	0.3588763773
811	0.3585702479
812	0.3582660953
813	0.3579604129
814	0.3577390512
815	0.3575194081
816	0.357298096
817	0.3570788006
818	0.3567757408
819	0.3565548658
820	0.3563360473
821	0.3561169604
822	0.3558149238
823	0.3555962741
824	0.3553778529
825	0.355159392
826	0.3548581103
827	0.3545570374
828	0.3543391824
829	0.3540403247
830	0.3537400464
831	0.3534402053
832	0.3532245954
833	0.3530074358
834	0.3527921637
835	0.3525752227
836	0.35236003
837	0.3521450659
838	0.3518481453
839	0.3516315818
840	0.3514170547
841	0.3512024879
842	0.3509881099
843	0.3507738312
844	0.3504781425
845	0.3502658109
846	0.3500518501
847	0.3498380979
848	0.3495429854
849	0.3492501477
850	0.3490366836
851	0.3488252461
852	0.3485312462
853	0.3483200769
854	0.3480263054
855	0.3479597469
856	0.347748816
857	0.3475379845
858	0.347327441
859	0.3471150895
860	0.3469046553
861	0.3466140032
862	0.3464037875
863	0.3461938302
864	0.3459854821
865	0.3456955254
866	0.3454859058
867	0.3452764054
868	0.3450686932
869	0.3448592623
870	0.34457015
871	0.3443629046
872	0.3441556195
873	0.3439467251
874	0.3436603546
875	0.3434533676
876	0.3431656261
877	0.3429590762
878	0.34267356
879	0.3423883518
880	0.342103382
881	0.3418973486
882	0.3416127662
883	0.3414071699
884	0.3411230346
885	0.3408409556
886	0.3405573567
887	0.3402741452
888	0.340069135
889	0.3398661713
890	0.3396615485
891	0.3394586245
892	0.3391780655
893	0.3388959567
894	0.3386935294
895	0.3384912709
896	0.3382872939
897	0.3380852143
898	0.3378058771
899	0.3376039664
900	0.3374022742
901	0.3371235033
902	0.3368449112
903	0.336643666
904	0.336444209
905	0.3361662726
906	0.3359653652
907	0.3356878161
908	0.3354890148
909	0.3352119029
910	0.3349368672
911	0.3346602917
912	0.334461997
913	0.3341877162
914	0.3339879513
915	0.3337901731
916	0.3335162997
917	0.3333185315
918	0.3331210514
919	0.3329218725
920	0.3326488038
921	0.3324516515
922	0.3321809173
923	0.3319084048
924	0.3317117691
925	0.3315151433
926	0.3313185871
927	0.3310487668
928	0.3308524887
929	0.3306563497
930	0.3304620385
931	0.3301909963
932	0.3299970329
933	0.3298031489
934	0.3296074371
935	0.3294138213
936	0.3292200863
937	0.3290265004
938	0.328831315
939	0.3286378582
940	0.3284446398
941	0.3282515009
942	0.3279841642
943	0.3277912736
944	0.3276002308
945	0.3273335099
946	0.3271409969
947	0.326874723
948	0.3266841571
949	0.3264918526
950	0.3262997369
951	0.3261095683
952	0.3258442084
953	0.3256540895
954	0.32546254
955	0.3252727389
956	0.3250829478
957	0.3248202105
958	0.324629118
959	0.3244398236
960	0.3242504795
961	0.3240612447
962	0.3237992724
963	0.3235378067
964	0.323348999
965	0.3230878214
966	0.322899133
967	0.3226384421
968	0.3223796189
969	0.3221915464
970	0.3220036626
971	0.3218175073
972	0.3216297925
973	0.3214437664
974	0.3212562799
975	0.3209985693
976	0.3207394481
977	0.3205540081
978	0.3202970922
979	0.3200386266
980	0.3197821279
981	0.3195259472
982	0.3193413218
983	0.3191566666
984	0.3189010521
985	0.3186455369
986	0.3184614082
987	0.3182772895
988	0.3180225293
989	0.317838649
990	0.3176549375
991	0.3174730142
992	0.317289412
993	0.3170354764
994	0.3167833388
995	0.3166002929
996	0.3163487415
997	0.3161657453
998	0.3159146905
999	0.3157336513
